class_id,class_name,support,roc_auc,pr_auc,f1,precision,recall
71,bkmtou1,64,0.9959616746326784,0.9421778971883977,0.9007633587786259,0.8805970149253731,0.921875
72,blbgra1,92,0.9717460919069019,0.7789330952519264,0.6981132075471698,0.6166666666666667,0.8043478260869565
73,blbwre1,26,0.9734955566677036,0.7267719017085273,0.6779661016949152,0.6060606060606061,0.7692307692307693
74,blcant4,22,0.9963818469353525,0.7376078087860044,0.6428571428571429,0.5294117647058824,0.8181818181818182
75,blchaw1,11,0.9973055706131819,0.49570317135938347,0.45,0.3103448275862069,0.8181818181818182
76,blcjay1,25,0.9723206751054853,0.48908150780008225,0.5,0.5217391304347826,0.48
77,blctit1,6,0.9921441504585012,0.6171274961597543,0.42105263157894735,0.3076923076923077,0.6666666666666666
78,blhpar1,51,0.9756304499899571,0.7076844066195372,0.6542056074766355,0.625,0.6862745098039216
79,blkvul,14,0.9811871756949841,0.5277636429784691,0.5384615384615384,0.5833333333333334,0.5
80,bobfly1,118,0.951332151891065,0.7380891876877742,0.6942148760330579,0.6774193548387096,0.711864406779661
81,bobher1,8,0.9590709903593339,0.4446435434665411,0.47619047619047616,0.38461538461538464,0.625
82,brtpar1,18,0.9490000975514584,0.2171604221167091,0.3157894736842105,0.3,0.3333333333333333
83,bubcur1,4,1.0,1.0,0.8571428571428571,1.0,0.75
84,bubwre1,87,0.9515856184954092,0.6394643102521979,0.6521739130434783,0.6185567010309279,0.6896551724137931
85,bucmot3,10,0.9977204979835175,0.3057776272779161,0.31746031746031744,0.18867924528301888,1.0
86,bugtan,73,0.9552074225201593,0.4180440051551002,0.4827586206896552,0.4158415841584158,0.5753424657534246
87,butsal1,61,0.9702383024143492,0.6313495693712902,0.5771812080536913,0.48863636363636365,0.7049180327868853
88,cargra1,23,0.9169175517689311,0.4752762771533942,0.5106382978723404,0.5,0.5217391304347826
89,cattyr,25,0.9791983122362868,0.7522605150538075,0.7142857142857143,0.6451612903225806,0.8
90,chbant1,65,0.9858901721507954,0.815206468995237,0.7559055118110236,0.7741935483870968,0.7384615384615385
91,chfmac1,30,0.9743328054431345,0.5064088476097386,0.5866666666666667,0.4888888888888889,0.7333333333333333
92,cinbec1,14,0.9843080239641039,0.47406826529114066,0.42105263157894735,0.3333333333333333,0.5714285714285714
93,cocher1,8,0.9979404031551271,0.5735119047619047,0.3870967741935484,0.2608695652173913,0.75
94,cocwoo1,37,0.95038378759309,0.7219450481158654,0.6341463414634146,0.5777777777777777,0.7027027027027027
95,colara1,11,0.9326392653295494,0.6828760698530859,0.6666666666666666,0.6153846153846154,0.7272727272727273
96,colcha1,33,0.9400074690567649,0.6891464519344878,0.6875,0.7096774193548387,0.6666666666666666
97,compau,172,0.9936803028586059,0.9054556358046535,0.8350515463917526,0.75,0.9418604651162791
98,compot1,78,0.9915728164175369,0.9203504702534768,0.8372093023255814,0.7659574468085106,0.9230769230769231
99,cotfly1,71,0.94191201801379,0.6717549646376829,0.6357615894039735,0.6,0.676056338028169
100,crbtan1,14,0.9654074649687916,0.1098613040208512,0.08695652173913043,0.1111111111111111,0.07142857142857142
101,crcwoo1,32,0.9524126474212287,0.6135624285521954,0.6388888888888888,0.575,0.71875
102,crebob1,13,0.9598245614035087,0.6493085568544914,0.6666666666666666,0.7272727272727273,0.6153846153846154
103,cregua1,16,0.9864512023872213,0.5200919290372289,0.42424242424242425,0.4117647058823529,0.4375
104,creoro1,57,0.9254789200724585,0.7095907177424785,0.64,0.5882352941176471,0.7017543859649122
105,eardov1,25,0.8897819971870605,0.7039639380041477,0.7037037037037037,0.6551724137931034,0.76
106,fotfly,16,0.985145690714411,0.6132278937035236,0.5405405405405406,0.47619047619047616,0.625
107,gohman1,27,0.9632365393884914,0.687610984562752,0.7058823529411765,0.75,0.6666666666666666
108,grasal4,19,0.9935019318580962,0.4951923365458073,0.5,0.44,0.5789473684210527
109,grbhaw1,21,0.9477211123381187,0.5439433835619008,0.5098039215686274,0.43333333333333335,0.6190476190476191
110,greani1,31,0.9701434070238784,0.45611519158089797,0.4067796610169492,0.42857142857142855,0.3870967741935484
111,greegr,70,0.9860813650287334,0.7278772514033769,0.6211180124223602,0.5494505494505495,0.7142857142857143
112,greibi1,26,0.971534268439491,0.7720916014887137,0.6896551724137931,0.625,0.7692307692307693
113,grekis,298,0.9390030179652594,0.722907053751847,0.6570605187319885,0.5757575757575758,0.7651006711409396
114,grepot1,14,0.9777655227734189,0.7045499883371155,0.6470588235294118,0.55,0.7857142857142857
115,gretin1,19,0.9968202909803487,0.8433722660088849,0.6530612244897959,0.5333333333333333,0.8421052631578947
116,grnkin,26,0.9460375214727246,0.4244254089026814,0.3793103448275862,0.34375,0.4230769230769231
117,grysee1,5,0.8064470918009812,0.22681484792664744,0.11764705882352941,0.08333333333333333,0.2
118,gybmar,34,0.9689930911614514,0.613816903384876,0.56,0.5121951219512195,0.6176470588235294
119,gycwor1,75,0.9893437389145087,0.9395486480132669,0.8947368421052632,0.8831168831168831,0.9066666666666666
120,labter1,14,0.9703958087885092,0.6036420892016884,0.43902439024390244,0.3333333333333333,0.6428571428571429
121,laufal1,97,0.9872914647399184,0.897404529876058,0.8556701030927835,0.8556701030927835,0.8556701030927835
122,leagre,22,0.9060558138048913,0.341097852125665,0.3076923076923077,0.35294117647058826,0.2727272727272727
123,linwoo1,71,0.9443609548107506,0.6856022040337172,0.6590909090909091,0.5523809523809524,0.8169014084507042
124,littin1,72,0.9789118359628908,0.8515097167108095,0.7875,0.7159090909090909,0.875
125,mastit1,22,0.9663983003466399,0.648874534436785,0.5641025641025641,0.6470588235294118,0.5
126,neocor,28,0.9580914687774847,0.4756031195302045,0.5,0.6875,0.39285714285714285
127,norscr1,3,0.9879743140688849,0.36892736892736894,0.3333333333333333,0.3333333333333333,0.3333333333333333
128,olipic1,9,0.9864227832320399,0.720540556648191,0.5384615384615384,0.4117647058823529,0.7777777777777778
129,orcpar,60,0.9433132849814257,0.6567167823921795,0.592,0.5692307692307692,0.6166666666666667
130,palhor2,14,0.9782919309151982,0.5778490992281384,0.5405405405405406,0.43478260869565216,0.7142857142857143
131,paltan1,51,0.9442447413440826,0.4677322241035367,0.4413793103448276,0.3404255319148936,0.6274509803921569
132,pavpig2,41,0.9764568784615915,0.6708715076362177,0.6363636363636364,0.5957446808510638,0.6829268292682927
133,piepuf1,13,0.9527935222672065,0.44131550614316717,0.4,0.4166666666666667,0.38461538461538464
134,pirfly1,91,0.9820055433716053,0.8101610147488593,0.7311827956989247,0.7157894736842105,0.7472527472527473
135,piwtyr1,5,0.921093202522775,0.2966678543973208,0.4,0.4,0.4
136,plbwoo1,37,0.9748442946117365,0.5323152414590986,0.4819277108433735,0.43478260869565216,0.5405405405405406
137,plctan1,1,1.0,1.0,0.4,0.25,1.0
138,plukit1,8,0.9677475898334793,0.5034405838072266,0.46153846153846156,0.6,0.375
139,purgal2,29,0.98965031910505,0.4312781793848491,0.42424242424242425,0.3783783783783784,0.4827586206896552
140,ragmac1,18,0.9884011315969172,0.37654279608586794,0.4266666666666667,0.2807017543859649,0.8888888888888888
141,rebbla1,13,0.9980971659919028,0.7285729548229548,0.5517241379310345,0.5,0.6153846153846154
142,recwoo1,29,0.9163228906306875,0.44232531477140363,0.46153846153846156,0.5217391304347826,0.41379310344827586
143,rinkin1,51,0.9570476724776804,0.5859145780438157,0.48951048951048953,0.3804347826086957,0.6862745098039216
144,roahaw,142,0.9689791955827587,0.8516718999806938,0.8203389830508474,0.7908496732026143,0.852112676056338
145,rosspo1,7,0.99914876571028,0.8385661957090527,0.6,0.46153846153846156,0.8571428571428571
146,royfly1,8,1.0,1.0,0.6956521739130435,0.5333333333333333,1.0
147,rtlhum,32,0.9852028692131667,0.5967026565248569,0.5714285714285714,0.5806451612903226,0.5625
148,rubsee1,14,0.9808111698794274,0.4420965912204575,0.42105263157894735,0.3333333333333333,0.5714285714285714
149,rufmot1,20,0.9968997013876691,0.7797463005331593,0.6666666666666666,0.6,0.75
150,rugdov,50,0.962867737948084,0.6136577316981149,0.5714285714285714,0.5161290322580645,0.64
151,rumfly1,57,0.9643012233554182,0.5407404435256782,0.576271186440678,0.5573770491803278,0.5964912280701754
152,ruther1,16,0.994372037914692,0.5259825071783548,0.5,0.45,0.5625
153,rutjac1,61,0.972126506792895,0.7441215896047084,0.6615384615384615,0.6231884057971014,0.7049180327868853
154,rutpuf1,4,0.9989052373445437,0.4910714285714286,0.4,0.25,1.0
155,saffin,101,0.9562606296267545,0.6617901108890725,0.5426356589147286,0.445859872611465,0.693069306930693
156,sahpar1,3,0.9933450087565674,0.2866273352999017,0.3333333333333333,0.2222222222222222,0.6666666666666666
157,savhaw1,11,0.9817926724275374,0.7243434718287618,0.7619047619047619,0.8,0.7272727272727273
158,secfly1,33,0.9946702944942382,0.881310953379737,0.8055555555555556,0.7435897435897436,0.8787878787878788
159,shghum1,3,0.7888499708114419,0.26218146362031247,0.4,0.2857142857142857,0.6666666666666666
160,shtfly1,18,0.9882255389718076,0.7251321957264091,0.6190476190476191,0.5416666666666666,0.7222222222222222
161,smbani,69,0.9749663616101234,0.7870688458397779,0.7397260273972602,0.7012987012987013,0.782608695652174
162,snoegr,23,0.9870405746160312,0.5244063927151073,0.5660377358490566,0.5,0.6521739130434783
163,sobtyr1,104,0.9773869605167519,0.8015076243096257,0.6916666666666667,0.6102941176470589,0.7980769230769231
164,socfly1,126,0.9550373457658227,0.7107260459406606,0.6508474576271186,0.5680473372781065,0.7619047619047619
165,solsan,48,0.9971094439541042,0.84770196678652,0.7307692307692307,0.6785714285714286,0.7916666666666666
166,soulap1,118,0.9580345647596977,0.7805366579609826,0.7137546468401487,0.6357615894039735,0.8135593220338984
167,spbwoo1,10,0.9356303699807119,0.2860897559828109,0.3448275862068966,0.2631578947368421,0.5
168,speowl1,40,0.9974043715846994,0.9245688484414751,0.85,0.85,0.85
169,spepar1,17,0.998647141440846,0.7466653765180387,0.7428571428571429,0.7222222222222222,0.7647058823529411
170,srwswa1,24,0.9917018222300346,0.5622171319182822,0.6349206349206349,0.5128205128205128,0.8333333333333334
171,stbwoo2,47,0.9767144069515062,0.7247234816628826,0.6271186440677966,0.5211267605633803,0.7872340425531915
172,strcuc1,97,0.9672860310746908,0.8145504063816814,0.7130434782608696,0.6165413533834586,0.845360824742268
173,strfly1,79,0.9586798955707437,0.6776193305446241,0.6309523809523809,0.5955056179775281,0.6708860759493671
174,strher,35,0.9890303426759925,0.7962685455682316,0.6588235294117647,0.56,0.8
175,strowl1,33,0.97648847631242,0.6491219795667987,0.5365853658536586,0.4489795918367347,0.6666666666666666
176,tbsfin1,8,0.9976117440841367,0.6718129843129843,0.625,0.625,0.625
177,thbeup1,36,0.9335770066349598,0.27214060068700335,0.2857142857142857,0.4,0.2222222222222222
178,thlsch3,19,0.9996579964135841,0.9418801013228255,0.8372093023255814,0.75,0.9473684210526315
179,trokin,199,0.9595374405578855,0.7053254467503347,0.6580645161290323,0.575187969924812,0.7688442211055276
180,tropar,88,0.9578141414141413,0.8247965489473594,0.7263681592039801,0.6460176991150443,0.8295454545454546
181,trsowl,99,0.981881515547351,0.8864385966874955,0.7364016736401674,0.6285714285714286,0.8888888888888888
182,turvul,2,0.5566450709157765,0.0014056687878508409,0.0,0.0,0.0
183,verfly,14,0.9588148296693656,0.15985913738323673,0.21052631578947367,0.16666666666666666,0.2857142857142857
184,watjac1,33,0.960680751173709,0.5968049426483966,0.5915492957746479,0.5526315789473685,0.6363636363636364
185,wbwwre1,101,0.9602919486531689,0.5859854952544463,0.5476190476190477,0.45695364238410596,0.6831683168316832
186,whbant1,21,0.9779724257939297,0.8483856141848363,0.7727272727272727,0.7391304347826086,0.8095238095238095
187,whbman1,52,0.9706799559740736,0.6669226673363956,0.5984251968503937,0.5066666666666667,0.7307692307692307
188,whfant1,28,0.9334275662771705,0.7581527841808647,0.6666666666666666,0.5789473684210527,0.7857142857142857
189,whmtyr1,7,0.9702819087677133,0.7237662337662336,0.625,0.5555555555555556,0.7142857142857143
190,whtdov,184,0.9555957913609663,0.7156173532798238,0.6013071895424836,0.5018181818181818,0.75
191,whttro1,17,0.9952804857898216,0.7548806901797227,0.6111111111111112,0.5789473684210527,0.6470588235294118
192,whwswa1,10,0.9849026827985272,0.2779457798362586,0.3,0.2,0.6
193,woosto,5,0.9978976874562019,0.5233333333333333,0.5,0.42857142857142855,0.6
194,y00678,34,0.991195633033985,0.585734732360604,0.5116279069767442,0.4230769230769231,0.6470588235294118
195,yebela1,69,0.9412663441489745,0.7159068573465036,0.6901408450704225,0.6712328767123288,0.7101449275362319
196,yebfly1,45,0.968266290284639,0.7167978870288789,0.6909090909090909,0.5846153846153846,0.8444444444444444
197,yebsee1,41,0.9772825002580069,0.6449685292627784,0.43902439024390244,0.32926829268292684,0.6585365853658537
198,yecspi2,52,0.9914937561996385,0.8622188537234458,0.8073394495412844,0.7719298245614035,0.8461538461538461
199,yectyr1,26,0.9804818005978547,0.6788353190343248,0.6153846153846154,0.6153846153846154,0.6153846153846154
200,yehbla2,17,0.9979345670852611,0.7614927198113222,0.6470588235294118,0.6470588235294118,0.6470588235294118
201,yehcar1,49,0.9806115242707253,0.7729389859190665,0.7115384615384616,0.6727272727272727,0.7551020408163265
202,yelori1,13,0.9373279352226721,0.32701708903444454,0.375,0.3157894736842105,0.46153846153846156
203,yeofly1,109,0.9876922774689114,0.8614459316818573,0.6901408450704225,0.56,0.8990825688073395
204,yercac1,73,0.9353565529971826,0.3878385652773805,0.4293785310734463,0.36538461538461536,0.5205479452054794
205,ywcpar,28,0.9853436361351929,0.6953176911867196,0.6206896551724138,0.6,0.6428571428571429
